id,size,core,SPEED,force,clones
f4b53b55-8a5f-4524-af03-b0103e5dc4df,bUyi,82.09653689932394,92.64558315155207,53.78388555713096,4
e2f51cac-8738-4403-ad5e-c98ef7d23b56,687,19.08493324229078,38.17517890722346,36.95225270781085,5
26b1be61-c7e0-48bf-82fa-d06e7fa96fc1,491,48.22330408490069,14.019084793278036,96.13309038682706,9
cd09be3b-f9de-4576-b1d8-2192c5371151,438,35.062616125749045,18.48156514232444,71.86815222074871,5
f8449b88-2d50-423a-8314-e727e3d3f1cd,7,42.82664462517744,84.67927231718923,53.99874468070525,6
62e5e895-f39a-4409-bf4e-ef4c9e0e9ef2,103,54.82295130598915,94.25062594246285,49.04075787222485,6
c54bcabb-cd53-412b-bc7d-306fb976c6cf,829,27.595129380112223,65.87162810808894,3.074297603379117,2
851d13fb-7467-47d7-8318-bcd4abddc66f,771,55.07550432778368,80.15246319881012,41.48487877084733,3
debd017b-e8f8-40c6-bab0-496253870ef3,948,11.924578566272226,27.155654719575097,64.6560309495746,9
4bddde35-ae2c-47eb-af54-07531fac9489,akQi,34.721638229752884,7.307324030981932,61.93220199696445,2
5e827784-8a07-4a07-a82d-c02cb69e23ef,eueb,79.78278582744359,48.83917205237477,20.993073885863133,1
4790ec93-9db7-45e8-a7c0-995c6dd87867,794,36.093661994603885,95.48568847457592,67.71939697002846,8
1daa5abe-d7f8-4214-b1ff-e9f1e5c51345,598,92.85952846468096,67.90111639332824,20.44112025892265,3
c15382fe-322c-4198-8253-93ea48f41e2f,852,73.41575765848518,14.415612876560235,40.49789387521372,5
368d2811-bc0d-4481-a9dc-82d0d6eaa766,719,23.49795231265953,83.13172919203902,34.88794361101311,1
1efd6a04-7ce2-4191-88e7-574682ff1180,bhoj,63.03287412125683,28.97385280194885,63.9102748024006,5
c887a626-a6b0-4368-8d30-4bc66180b9cb,634,27.04361717159941,32.315809145873544,3.760245457179024,0
a0d1a38c-aefe-4a40-b529-7b2323b6e336,bvxw,26.1922511773782,89.66301464694739,58.67923134916471,1
054eca05-c8c1-49b0-882d-d8e00b36ba2b,cemW,99.2336826337849,41.35897173420604,54.83769570070192,2
a058aabc-32f0-433b-a7d8-c22a08f94f6a,451,12.902447724172427,70.22271556401812,84.38309759729057,6
fcd649cf-926d-44aa-8c77-49bf461d986b,twwu,54.25654961755498,38.678080839729176,72.86865726374468,3
5fa3e08f-a935-4c9c-abcd-38b46e38ee3e,198,64.18466587706862,38.69687325840199,71.73182004845987,2
51725d8e-fa5f-4417-96f7-e5bd842ea731,291,72.87851858264159,73.20918423664938,61.24551575576594,4
