id,size,Mass,gravity,temperature,life
cbdaca1a-17c3-47b4-bd54-5befc8e04752,69,69.94584493665467,57.98524850851135,30.746041938702,False
2a2a726e-2151-4f9c-90a5-f5ed17dcd81b,397,89.41762640650799,79.23826620852222,40.90831239354221,False
f3329c24-65e5-447c-b620-ba30ddf9e8e7,909,28.099023573004978,36.19156450368743,69.69867431327424,False
7e658bc7-dbbf-4855-9df1-2c7cef8dfaac,gGyl,60.68542175639296,72.72315329994868,37.40971226573249,False
244ad999-a6ff-4623-bdee-975e83f554df,14,52.67257279258276,11.62038827257098,65.18095771403944,True
532be53a-27e1-4f3f-9412-8df236eebef1,815,31.84112628809761,46.81854000793092,69.09334372100659,False
8454db37-d109-453f-90c3-65e5e5f91e61,351,30.900621294707765,71.33346456631415,78.40077431999745,False
6c5c1541-d15b-49fe-84fb-c8ae909c76ce,503,19.869072296062345,45.47596956406353,57.022921297003,False
fe3bb977-9913-4648-9186-4e42e7fdad5f,65,93.960024390866,34.99521155078323,3.5133571058096447,True
c7250880-64da-4d50-a316-0b685e96e4ef,622,40.65817539993629,80.95168359422955,96.13937432737838,False
38a499c3-5b8a-4830-8ee3-b915f915438e,zgnn,19.838958133850948,50.818018984139925,11.582187738737314,False
114ed7b8-34db-4818-b38a-87df313d61f3,496,31.93950667043791,27.030541903272365,56.41219060591301,True
39b57552-c502-4f72-87a6-f8c49b7e9482,257,78.68221273161386,9.937391261034623,38.5018764596312,False
87e4e19d-b460-441c-858e-3d772952f9f0,936,77.83007403952827,33.66783403162235,12.85086179730528,True
596f9f8d-4840-4b55-9f18-1d53500e0042,eqqb,87.18179668614233,50.205634970131285,69.49381163232451,True
858b2515-6f92-4b48-a092-88d957dbac06,59,56.63786814319748,67.35002382161935,56.291561294165405,False
61c0ec91-70f6-417c-813e-95e911189e43,tlyv,79.36583863497884,35.15253317708925,63.57063283746459,False
a58e45c1-9337-4e89-8503-707fc50d72b3,177,26.12619097025216,43.56350149891711,85.41185314913852,False
0ed3c313-36c6-478c-820b-a9002e45bf9b,219,82.12080345454926,72.41242868401461,35.50552015232076,False
ed94fda8-f435-4598-ab9b-c1247c96cb2f,962,64.82041908551737,32.66518447744642,68.45490603823205,False
33ea46cd-8a97-432b-906c-f1f639050e35,878,84.61230429408428,37.76903937326706,11.533702987472449,False
ccfac4e7-0acd-445e-acea-ecaae9b0994d,429,49.03259612831362,88.97933269900795,5.756652170344012,False
c3db5c6d-453e-43a6-bda1-9ac5dc401a1e,872,50.48135974671393,94.55604017946852,36.16054288209066,True
80a134fd-655c-4494-9626-567c75aeee70,552,35.950747975417215,61.20864609809268,66.77878889206565,False
200c5388-0615-4d3a-9049-d3254f53025e,566,80.54755321938427,95.33854846968696,6.194467035576023,False
2bd00741-d87f-4dc5-94e1-dd0826019db9,964,23.50999624209293,96.5800609427207,32.50484297872577,True
a379a7f4-87c7-46dd-8cb6-9ab970813e22,729,27.67195735045267,33.734276707392006,81.71025660578852,True
d9f63af8-e6cd-4233-91bf-fcc36888643e,37,53.10506793890345,90.62336626991345,80.31902079940225,True
f7e24050-917c-4039-b34f-09aa4ec2435b,964,77.99180326527757,22.49891785247088,5.797757868254172,True
e11bb610-af08-4e2c-853f-4a776ceca0fb,419,30.22603492863427,18.449622185006444,68.637322921318,False
76786822-4385-4f71-b2c2-f4be9b36b4eb,Ijvp,76.77817157710581,87.85216788205769,64.49492254438192,False
3ed4b847-84da-4eff-9733-1b0378df0f35,43,51.425283976149615,43.94358630041523,18.763796756458675,True
46057d79-727c-4ac5-b328-cd973ba3a0f9,303,79.32340709903667,3.0238521494606374,24.27539576939871,False
11352eb6-8e58-44a7-9267-51285fffd247,662,16.008970790259013,55.60104618329398,6.584438276121229,True
7ede3709-bad9-4b1f-9063-818ff4a6b643,617,60.27225017251009,17.794541810735353,10.14444431445266,False
d58dbecb-a8c7-494b-85a6-8e21264e33b9,138,19.02577571584808,70.26411072149727,56.07888664709587,True
f216c771-f51a-46cc-be96-ea061e505c9c,665,82.28276946284576,86.90352359803265,39.60850813093067,True
245ea9e9-3dec-4eac-b8bd-1545340dc7ec,815,60.06193079783474,48.108980229179785,63.80160452431715,True
213c25cb-b867-404f-8511-8e1e9c7bdd29,498,53.08837079400164,54.24536022086386,75.48399125509071,False
ea27074a-5c1f-483f-876f-251c2ca0b71a,57,39.94074670522623,13.665794631848373,49.92648101616878,False
3e4caa5b-e567-4fff-9121-04f2302eb02a,505,25.22107160145334,96.52697470982925,13.247325948381516,False
bb62b009-5de5-4555-91e3-f19fbd9df24d,389,41.034522256845406,30.346221325338306,86.51232881870983,True
fe7ec50f-28eb-45c2-aba8-49719457e398,558,84.24815807641617,95.00954716275643,76.49221625799868,True
cbe54e0b-08a4-4817-b0fd-c3cceb39874d,460,69.50486521022147,97.0197221624241,81.00529550168054,False
6c87827c-0fa7-4604-939f-67e6b6e70784,199,33.11200602307658,91.53019703958904,16.006229313701535,True
09e79170-b60e-41ac-81c9-ef5fc0b39f87,212,38.28071768645865,49.214851526637126,70.69657903862647,True
62b47b2d-5958-4fb0-a03a-88269aa41ded,768,96.37248999994392,72.54257120442448,22.423816635617943,True
820bdd0e-a625-4bc8-bcb8-96b492224a08,391,73.3849578906803,10.338094112142382,25.24169106865851,False
0a2630ec-2d02-44e7-aa9c-7cfe3cf4f1a0,zxhj,92.58589781794994,66.9340592902415,89.49145948434501,False
b4112060-cdc5-45ed-89a1-0fe7f10b7993,952,88.60964418212251,32.23497242621013,23.58391688355598,True
886b4ae0-8896-4994-82bd-3605a7a0eea6,891,12.712558345330692,89.33664169314471,17.2805058664264,True
c66c56b0-3d8d-438b-ab9d-26c40f961362,688,24.287043830792346,3.907213194160231,4.066646838124733,False
adf9cf46-abe5-4c16-a1df-987f5eb6c5e8,iomr,11.417209403653516,94.16806037980948,59.63982810213647,False
3469e31e-6806-4c1b-96d4-f4bdeb550b29,394,65.1832267872367,75.88969673001388,3.6192999099604273,True
4d3a9f2e-ca1e-4e83-9fc7-d3942c93ca2d,603,89.76661186468179,72.6825925386333,61.28450681365538,False
c1878b92-e803-4dac-9dd2-14c637508e78,354,78.64848686814557,81.48545761342605,41.25364638534524,True
11379253-8444-47ff-8ba8-a32a395f0d19,865,8.163903650091886,65.43503540655308,41.90566362885557,False
0526a489-3713-49d6-aff1-73ac6a7399db,355,97.95910645312637,84.68623466684194,88.42507582074126,False
2391b787-d64d-4297-8b9a-63e4a8a6f2e4,754,82.6078605014953,39.04930764055271,73.53401893854713,False
9da78a5b-67b6-4c3f-a7b0-5baa211edb01,925,11.177466220967167,23.18271680751245,20.76702310107473,True
336920eb-649a-4cd1-983c-e53a354b1e13,592,97.66188787029324,39.90184405496443,26.06087920628756,True
815de51a-4d4d-439a-b45f-4f2a7d92f6a9,35,33.93937436949434,84.3375141567336,62.99483155786074,False
f58e2112-3e21-443d-9be7-633846c6289e,893,13.377481910486688,43.17185872151743,80.61047589629,False
691227a5-ae0c-4b50-a793-1bdf05a105ed,743,91.4509756891918,40.91044543984117,55.580021314054775,True
7c6d1014-1fad-4da9-ae93-754aad86dc05,872,70.89846787830864,41.67265556978251,94.20907017869963,True
005a68f9-406c-412c-a154-337133f0d167,679,62.42289226421068,54.76618370849216,16.518049841054605,True
3ff7f8d2-568a-42ee-8677-1b4a6ef69a72,902,78.29483211394721,56.78550367696909,70.17241653715337,True
588f3b46-ea2d-4c70-a2c2-7f8a30744dfb,767,6.648613481168431,13.500292106023238,42.15132218872697,True
d0b7508f-e501-4f13-accc-0c33720e9d0a,qlkp,90.1510712841957,25.034683114845368,41.2242585131464,False
30d22745-fb54-4949-b17f-2db85c75b34f,nmqb,73.30703000570725,18.63589749695376,88.22344091391214,False
cc2afeb3-590d-4076-8a60-bfd1a803ac76,763,38.1136551992994,57.03720406317856,51.5436202622235,False
2d4f2d5a-0495-4a4e-8845-6e6b435f1dba,774,30.465523487267088,0.3582708444070936,90.93324010428816,False
1aabd04a-e2ee-4006-bbdc-cb106d090a98,172,51.23820455366587,58.2403692696044,59.469909996633696,True
85bdaabf-0335-4c29-9ddd-ebf026ffbe7e,nxap,88.69967160962602,49.59111278221777,71.76052366467195,True
7b8dbd87-b998-498a-9191-540d1fb4e194,xcqq,4.97403714260698,67.6851877678599,65.0043278753514,False
d3593ecb-364b-4f33-94e6-dda6eaed2265,217,38.94530387332188,98.16100337037518,95.43596111791076,False
70e76618-c856-4c5d-a561-9026ab284a3a,751,39.19766897233568,74.21167487139927,34.8053981494042,True
b1fc78b6-0574-4d6a-9e1e-832eef0ecdef,rrno,61.46327866259333,48.12796707624719,14.863197396242956,False
a7bb3f46-85a9-4073-8211-a4519659bda0,lNqg,86.61017105224472,74.36159536097665,89.8786169875869,True
afd72b15-65c5-48bb-86c2-27f04025e05f,929,40.22625097347419,51.61873236080966,98.08527735080948,False
c9e9ffda-a45a-4e51-9c8b-4b616c4d7264,776,54.784651566739086,52.360219498352734,35.284363703368584,False
bd6fe694-9295-4c3c-a3f4-9ef7022928e3,219,93.84099868658092,10.822719289658222,47.69415248960652,True
4c1c02ba-8798-48cb-b6e6-e5d304b859f5,530,70.02706805197829,63.31440181916448,77.474848184084,True
94e390e8-b8ab-4748-9655-18606990144a,908,38.50914809448338,97.0806038384742,0.2832982924491189,True
64543216-fc38-4c85-a5d6-c4166e3deb26,27,45.88478673473093,55.5813255875027,44.072037145046174,False
f4e9911e-741d-40c9-b3a0-d3108548e2bf,860,33.34934600962121,65.86038124621214,51.4676714159083,True
b0fdd493-8b51-4635-9c51-cf8260bfb74a,700,8.653468918942785,91.09237832322728,11.649892548901786,False
da61521c-05da-46f1-a2a8-befd30e0a273,umuu,10.818637355651928,83.07959412945493,27.663946741534605,True
