id,size,Mass,gravity,temperature,life
7e97496c-2367-4c69-9b49-fa57380e5d11,717,67.87255403069352,37.87403654675384,9.105469919726072,True
e03b88f0-621d-465b-86d7-6f8f70f32cac,940,34.59480167040292,7.586640973329195,74.96950755947431,False
6e8bb34c-0903-47cd-8760-6c0a4add84de,793,50.45462522098676,6.159112407399414,12.647459784833115,True
73aaa2ad-6aa3-4bf9-970a-d0c05958e5b4,415,88.01657693679702,33.876038022706645,43.264578730175415,False
4fbe35f4-d1be-43b7-b2c4-5331138dc0bb,615,97.71735095155782,21.844640451091067,69.57836366048006,False
d24b8eb1-274f-44c4-a5da-1e987ef58a93,973,89.00351534357101,25.5215646031154,76.32001079261947,False
a6030d96-8ecb-4278-884d-59717a88f466,84,55.48180360336461,20.793279212627404,44.091325737332966,True
a71fe2b9-580d-4e19-b1f3-c052bd2c2ca5,147,15.224518080297422,91.77346468910964,76.05998833395927,True
d8aba2c8-38f3-4062-ba8f-170c72c7cb93,894,56.93425988772912,41.17296473626661,50.39473060581938,False
325387c6-36f1-4aca-a189-3bcee6577b68,477,69.99795614395794,47.1655688771264,85.28044061978389,False
4f20ecc9-2b9c-4062-aabc-3fa7023c8817,wppe,69.40637164349978,23.54392272412811,6.379363783339532,False
3d096454-8e69-459b-93f7-50ee912cf1e9,869,9.976751205968991,7.608091132245431,51.07755313739128,False
27014ee9-98f5-4e7c-ab1e-23234183d21f,722,24.297749869296325,20.927082654111818,12.742131326045005,False
90596dc0-310c-4982-a169-cf457324f002,pjii,69.52679362969555,17.950010225666023,19.3396541091644,False
f3fceda3-902d-4e11-9ac8-0ac44b142ccc,568,24.58681232050839,40.27148885811014,8.44563989009247,True
1d131bda-3536-43f6-b30f-e864f8606222,473,30.426387581549985,44.78634104462243,44.18987187803216,False
421ee005-ed6c-4eb2-9ce6-f676b7c389c1,717,63.533385483895046,85.20841248497545,94.30930658015752,True
db9fbeb7-0cb8-4fdb-a760-9b68328e3b9d,rArh,42.28102806106377,34.513027262265474,3.0326278775001936,False
38ca4384-6e84-4a7e-8cf6-cf36a1d3e65d,451,19.92171367703085,97.58888679861984,64.97247794222409,False
647650e4-01da-4ec0-9c9b-631b6a874a18,qcht,64.64757167868468,58.268369005467655,38.03313887701349,False
de8a1227-0ed0-4cdf-8383-e6ed963d95a4,546,95.99961744534544,52.32756574928904,99.97731881793985,True
192f074d-44cc-48d3-8315-240c73387f1b,801,85.68318924073449,1.239524369471956,23.935185075300023,False
53ce1427-709d-48a1-ab76-f6ba28cb1e54,829,36.81236707246809,70.46785720982213,76.42926063325307,True
4518b100-4982-4fdc-8ed8-f5f692dae825,742,69.57323289198624,54.62701126604407,56.00886971508574,True
28e1853e-6ada-4a2f-87fd-9949ddb2b29b,vnez,98.64117005348363,70.45867701586984,44.94774169956273,False
067e3655-0a34-4980-a04f-c629384cb238,364,3.323090731100431,12.181901218786283,8.872575393233639,False
5a841a30-f155-4e6e-99c6-d13793fd9475,563,89.2400131859602,50.71191274124431,42.46238390648579,True
ad944210-ac5c-485f-8f4e-0a2dc12ce2c9,454,24.957009455864554,10.40249141130083,17.025365291605667,False
031fad86-0039-4e9a-9e60-e303e6d54b13,43,22.421993273487303,46.97716476251773,10.60740590243018,True
230ec731-65c9-41a0-b1f1-47f2bf1d97be,Qzzt,39.530709554657776,87.28306856555295,37.76816668107031,False
f4b9be3f-e938-436f-9749-fb0ff46a7fae,356,60.00373754088066,60.30483036994695,75.19507076898662,False
a8deeda1-972b-4c82-94f2-cc9da4b2c4ed,164,93.7033961387639,59.60127400124714,18.79817973874256,True
bd99ec61-462d-4ea1-976d-b92c2638a9ae,61,17.38097750470238,98.249776401511,87.06124198499323,False
40c0f48e-187c-47fd-b5f5-8e455358e2fe,79,73.62683134323173,67.67064326918232,66.86182137008387,False
489b3dfb-6152-4e51-9d2e-89bed12cd441,334,15.414386500583932,87.72855626337615,26.740573581633885,True
0d186eb9-f5ee-42aa-9112-f46f10ebf873,dCra,58.848159982600535,79.8916911992762,21.265683098629207,True
0a00a2ee-70c5-48ce-94a0-8afa8b5b3c2d,236,19.22144521191077,44.23464697842462,7.3637824969401855,False
891062fc-e305-4da0-8af8-d2f1c4c0c68d,kynm,55.25293362769674,30.86191506407693,3.440994828327104,False
e2aaa44e-7a27-4729-bcbf-dd2e1f10bb79,Pdas,65.62213848830436,16.871808535878642,19.08167105295469,False
46bec20a-462b-48a4-a43a-54ce8235013a,icoC,5.032414757528059,19.58672851072848,3.160611326085605,False
4d705e8e-1962-404b-b983-c8e43e7323e3,144,87.06917341750295,77.0267207202221,72.83193380988017,True
c33f0bc8-305e-4842-a80a-82f1a87e5acf,178,80.78996284872349,79.21904210669634,82.51068740706998,False
74ec0572-9553-43c6-bfea-331c9a11180f,226,97.70280949336548,25.95917472871403,78.19898366758774,True
c576f63f-4e41-4336-8efe-93dcc26b5166,822,52.63416408996848,53.786665759378,40.605953246066576,True
6a7b4374-3ea4-453d-9322-3ce983ea3ac9,496,66.2162930271458,67.74389826498064,93.18882588210889,False
1f04eb6b-f79a-4d4a-ac92-4a3db5e8f782,926,4.152770334346467,3.435223841097645,93.9997082591633,False
c26d4b66-11eb-431c-b3c1-f55911d59809,ikpq,98.34863286502092,75.33574265703461,22.03155249201555,True
2e5468df-8057-4c91-a537-35c88f67406a,123,37.02072689488296,57.23192735018434,72.8543067773929,False
3b0c2f25-9dc4-4580-912e-7d892ef37440,sdtd,86.07347640386025,6.752233736531244,8.080211722556573,False
06e8a9b6-a2d4-473f-b4d5-d2ee1614778c,170,36.86487009720022,85.35670624881861,33.34317462401968,False
c2fff626-488d-4cdb-97d0-f6dc8465c19e,884,93.21954573489404,17.56563704905032,39.63960519715381,False
a971a231-49dc-46e0-8769-096f789f9019,302,47.96422909701901,66.26173636054817,92.260950685652,True
0ab9808a-ea4d-422f-afa1-d2c51e18c26c,ftXp,0.9327393821972674,38.26977718368598,71.52312676131938,True
e1401d6b-c9f6-409b-962c-5f43c7a07f2f,214,80.46052903316573,23.760010958757302,90.02504997689174,False
c5ad6a6e-8b51-4054-b0a0-40b77bf480d5,892,76.11323726885666,18.157397906433424,67.29340314786106,True
ce5badc2-06f4-4b9a-b9e8-bfe27ff11b81,fghw,26.163711204337105,11.700436671813286,60.71006983522986,False
d60b5d3e-635d-402e-bf36-13b1bf9be0a6,376,53.406272334508365,58.84786414809856,72.51639043937244,True
fd63713d-5e04-4b96-b101-bfba5c9a1fd0,617,51.04086781551244,60.25474337635007,83.75031107320375,True
cbc5ee6b-e483-442b-9d0a-2d02f2985952,75,53.991387592695006,51.19492712221704,79.39738659191032,True
9e538883-5ccc-4475-8e9b-2081a65fca04,212,83.39870032121976,38.99819615828951,95.11401706710156,False
aada9a44-921f-4a84-8547-f661e3bd751c,94,6.550169909071224,10.99358980849352,61.33815274978576,True
982d9f88-c0f9-4ed9-8930-c14e46110fb5,681,56.26050520150891,78.92446609280293,77.87496051579072,True
1a935100-fb27-4686-a0cc-a5e42ef3b3e9,517,9.214398078140071,21.649932311681265,87.84591168058398,True
88f45159-5b05-436d-aaa5-b9b1662ee2c0,679,55.600897134474536,2.496409954267797,0.4874107287047402,False
2c76ef42-17cb-4b2c-b3ec-acb66190147c,397,57.16469638209594,97.7166178641059,84.31435026056052,True
c0f63f6b-4072-4375-b93e-12882150a3e5,446,15.50060558279769,70.14084476747105,43.93376058414088,False
b7c2f5b8-2b0d-457a-bfeb-66749dbdd2aa,puod,64.5244777265395,70.02363539663659,4.617025227239324,False
a4f20abc-1093-425c-a48b-6fb8501a4601,52,65.5829765041564,47.91616407896696,82.17639662701228,True
58bee7e3-47ee-41d9-9767-c8be5ed94ab3,640,44.18307756546716,76.52288555728809,49.52418279647801,True
dabdda8c-0b4f-45d6-9b2d-ed45f625bfd7,798,46.36963227491694,11.018658383492983,2.576824649278797,True
b4c56407-47d3-49b3-9119-0c6925726605,ybnn,90.91395207139398,98.02064687395998,33.55257588879091,False
2c38f40f-c583-4428-8fab-278e2c9555a8,341,1.1305482837753231,16.945033190650715,80.80155054867144,True
442f2885-48e3-4ddb-bb26-85423e90fa4a,nkjk,78.45528967728967,70.86078794861405,66.5565255759363,True
c759e112-f5fc-4f07-b563-7704571de661,309,51.95485616019389,17.950836424082862,25.45844981893812,False
eba77ec1-9999-4a96-ab66-cc561fd8ab08,lrcq,47.84604195360106,6.41715709526054,65.6350802045102,False
6aa0d470-e501-4a07-aa6d-7abc1e164bf4,928,31.294376556866844,25.60969369174505,81.03472916581964,True
994bfb6e-dbfa-4c7b-b3c7-dd20b999b186,83,83.25494698310399,64.35212921094775,70.08935126349071,True
5d16d17f-4fa6-4eb7-ad81-6ca068c274fa,xerj,40.081714505529376,70.15236422594302,4.080698693927998,True
528d6736-d039-4a4d-89d1-c7fc3ed2fe32,419,37.68872033698262,22.155744149421807,40.80686563008887,True
418c884a-a54d-4ed2-aaa7-aeb13bdfc200,546,57.38273644664808,93.91055290822176,17.215296666176037,True
5f041694-a114-477d-b76f-535dda0cc44c,382,60.66254178451664,46.25218079386416,26.890528142273507,True
b27f1b39-7762-4403-b02c-93e8658f2d77,844,96.8827529760746,37.66076513654052,55.91286878584899,True
31ed3f1f-b713-4fbf-80d9-3e1bf9bd2c70,212,60.52870386113719,97.95665287787612,37.7261006922997,False
7851f4ff-258e-4da3-aa9b-593978c5ed4a,79,37.07823237157972,29.495999085689974,3.1318381759022462,False
ad5367be-b868-4123-a765-ffe16507a019,647,86.89090610993371,64.84957537557122,85.21995449050878,True
4dbe6fc7-9cb5-4303-ac92-1904b5d46460,940,24.20579876004545,97.26629892562327,28.162652224049623,False
1f198633-3844-405d-a7ce-dafbf813b64a,390,5.938255529225467,22.848208446552377,66.136690953064,False
057be91e-7516-4ecc-84d6-a16dac55a88c,923,93.08751564046392,3.713297170109231,2.0479583843494686,True
049e274e-59bf-4584-a977-8bd40eaf481e,306,82.53475067607638,45.268662361861054,28.46902209393664,True
6651ee61-23e6-4581-b4bd-e92edd8263d2,566,99.01237367715262,78.27157565638825,44.83147823593664,True
2aa93360-46c2-4022-9299-041c0878881f,49,60.306491114818286,19.839565132901583,76.57364197855492,False
b12410d3-1758-496d-b98b-434a4586440b,tbfp,27.3748193363102,2.6526645868365506,2.349315623390791,False
b92d1725-3396-41bf-be31-cac5273c69e3,tXfj,87.47181122977817,86.48657036600075,66.02371201092221,True
0037c256-aa90-4dbf-8571-fcaeebca05db,952,72.23390394796907,21.29495992393173,45.73504157771077,True
6f51c659-403b-4a18-8a01-3774241e67a8,966,7.522506895359604,62.37005237238223,29.76575284741513,True
0a6e6063-23c4-4292-8647-9cd2a2404e2d,413,19.55268660966504,86.38632038056873,34.195126210324965,True
1983ec71-5d2f-4e7e-9112-1bdcc1258711,847,84.4948074729089,87.83278512345,10.606823438500545,False
c09c69e1-9774-4aea-b443-6b95ab7f846d,60,98.62539325268416,66.40762522627298,34.49574469416857,False
b9a4989f-27c0-4494-8d53-576cb1452f53,781,15.905809283955408,84.12463325363191,58.141611937893536,False
f0e34947-6886-4d45-960c-288fcbcd298e,ygaq,58.280544618377874,68.27120566945996,41.62919903062638,False
04cf5e7d-b5f1-4505-9fd6-2a8735aebd59,765,97.44036612922426,7.5023177003710195,36.862810429841645,False
1710ae1c-9ed9-4f54-b790-b70b81486afb,jsfd,38.77506139449864,87.60265265400187,9.15388956187354,False
c4298272-77de-4c4d-8487-f524f1e750db,385,39.38258740959787,74.63946271750905,33.01936365775001,True
fe1a8f90-0a7a-46a7-9663-866c31503ce5,kwtw,31.290773621040945,80.4296578425272,52.7685999778224,False
003f2f6e-621d-400f-ade3-80f12989293f,843,53.45616461380228,85.41684184800583,89.88924503722963,False
e495aa2f-a545-4a92-a00b-05a3c3e0ff5c,416,39.60134865422623,18.770809939128277,20.95625477276598,True
f0e25cca-99c9-4e94-ac5e-53a61c3bf99a,217,74.76029045313462,57.938055302502455,90.6314280620704,True
136f0ce2-e922-4b17-b937-7806d6ed2b52,254,9.53808786265884,91.69926577333858,32.772275148643935,True
22e29a77-17f8-4d5c-a9e7-fcab3d2c552e,182,35.16627044440733,37.2393864603775,93.54225821145342,False
af587886-1d65-4a78-9310-f21b7df01af8,771,82.14636774648892,66.86603472823431,99.55343486100354,True
00c9a5fa-f15f-4891-a21d-0fca912542af,142,30.285329431844666,17.377807328295912,58.03039788310456,False
45475e3b-8d30-4169-aeca-3454d0cdf74a,709,98.20774846293143,48.80837156106151,57.80056215472104,False
62b9794d-19ef-4097-a0fd-544485d08232,862,34.19490972981908,98.2345984196902,27.06668032784968,True
b9748c34-6c65-493f-995a-8b2e98ffa1c8,350,25.893062063011428,38.80877958218589,79.68037545599724,True
c75ff0ce-8280-44ee-8f39-171a41a3c7d9,334,94.20246846310228,91.23992117080044,33.77088740485078,True
