id,size,speed,axis_ANGLE
5c4394a2-a029-42dc-a8dd-e31847e302f9,972,63.165371215381136,98.3656585522768
401d152a-c7c7-4558-aa1b-788e64138d03,577,2.7561550169810545,21.53291393888344
cd148a6b-629c-40b7-936d-137ca74b3c37,245,14.285649421752575,14.063385784652183
2a92bc03-a663-49fb-a561-5b66cb104c39,997,75.60377047632319,51.53727202828532
1bba0d19-ee3e-40e8-8e3a-019747fdd022,706,94.52916554437942,80.90920845469574
465ec80f-864f-4458-91b9-c2445ae86bf7,601,58.27059086408413,14.316694702411626
1f06ea02-470a-4c09-a15c-474220f5f658,479,92.2411248168826,94.48562935999767
bb16a621-5358-407c-9f3e-7a6e5306805f,318,66.21430183407821,52.81422736332996
165f5a07-348f-46a1-8727-f18f1a2bea4e,580,67.56041430293264,78.24876268318773
fb94c435-41b9-406d-a4c4-22309c957c03,388,36.938723246762784,31.398087348181903
79dd9d4d-0ed3-4dbf-bf15-6ee7535a8913,npme,8.061547707510409,44.138547458558094
9cd84b94-18fc-40b8-92f3-1c2934f83f64,21,84.06841334226456,67.54595682782215
b3e0b48e-8403-4e6b-89c9-cd3c8cdb692b,690,64.5629889239467,23.490941304310383
2358895b-7b90-424b-bc1f-d0912a7f55a5,527,52.44999835539949,72.12646428624923
4a5d8f6a-bfe8-4b76-9252-42e90ca6ad2c,198,44.08863312118335,33.614464429063695
2e4606c7-3be0-4ecb-8728-dba6afd132b2,uwgh,75.80787052000846,3.4966876219394094
7fa3b19d-df13-4213-9a1b-44e25369b393,839,49.90681549671434,36.98693982274034
0823694f-0398-4dc6-84c0-c6ade8c7ad05,730,87.6339666642687,80.14775328098919
b5ad700b-55aa-44ca-b0a1-fbde2e63da65,fvzZ,77.30545673494329,9.54521344386855
3c37ca9e-164c-4b2e-9b47-41c171d0df9d,99,46.86553501688184,62.27686493713197
76e17225-5667-4cab-bce1-d4cb829e6ce5,913,15.24880155883157,60.02682873844215
347abfa9-6265-4de2-8286-b0f3af639191,818,17.410412629843652,98.33782856436252
a9aa14e3-b012-45bd-9744-26ecf3e6f054,120,81.01926812123112,59.58471445096104
c33b3ec8-10d1-46b6-80d2-373e942ddc42,99,76.30996977448423,30.577694889594365
44cf2e3b-8e86-4df6-9896-fd3585a4d611,11,76.60738079918707,33.702824218404935
eaaa805c-a1c0-47a9-bfd4-9ce2b8fbeb47,219,50.62458172468559,29.296615498128777
0309dae3-d99f-4d58-adb8-886a8ebbed03,332,62.83415521349334,19.248224537617094
ee9331db-bc6d-45c5-b766-89403b325d88,435,82.4616074670162,64.08107433109798
8e6556d8-66f9-4e51-82a1-1d7d016f2866,345,79.29127873287426,46.79139371718696
6a3e7e52-4f2a-4c72-8145-372012bb0f3a,zBcr,96.52669889583728,78.09172234506293
7b9f4b53-63da-4bff-9751-dd9f5fb046ef,756,65.33525530014745,1.925425526796054
dd822ac7-378d-4042-b31d-6d2341e58b3a,748,12.94583262338499,96.53113345741411
0d15d0c7-e6d6-4c0b-b997-4323d9993910,878,55.443627776284565,46.59169782848046
4ab19f8f-81f8-4bcb-a752-e4b76ab89792,kwwu,71.55683455047036,32.34600979502105
b9fa5fea-adbb-42b7-a94d-e6a4ead2d69e,rhdp,90.54153073491744,0.0613225223824676
ead73135-656d-4b3c-b45e-cc0cec08d871,268,51.12809924741833,29.419602954474367
831bc0d8-7f86-42da-b582-fd0f60adb23d,ruxH,85.59078635152962,77.67044192382276
b47dfa33-3e7c-4535-8944-da1b10a937c5,941,40.2849609697275,94.90358441839136
6ac63165-9044-4a88-bdae-d0d56cd971b3,60,42.0466547124898,89.32923675992124
1bda6e1e-e6c8-4dbc-956a-87b585c41407,860,11.821430252976985,35.562669680420974
cacde5b0-8454-416f-beed-bf59fb65d7c3,774,17.561115771622905,34.90721942566398
5dba3646-fb32-4774-b336-b53aea64897c,414,51.949805032957,85.69078825967001
05ad3642-78e6-4be9-8b42-a1305d5d92e0,438,51.02153523939226,97.74672359304066
5c231c9f-e262-4d05-aa6b-3ec06bc508a5,683,53.02471595802524,66.73789959974286
d6b62dd8-16ea-4b09-b3db-f13f9d94e741,854,76.75020222172688,35.479216413595246
a13868a6-ba7b-4a09-a7ce-9b7d8667e878,14,77.55388116509752,39.29940747643186
39b918d3-65c4-4b5d-affa-7dc64e8ed4f7,803,54.97222891827155,63.573247167466775
eb154573-cb32-40d2-b15d-f188d527643e,183,79.40580686406516,2.004415144402416
b038b16b-d249-4268-b291-b90f124c972f,fzba,32.547787082052935,17.267833363208318
dcbc2de2-e27f-49aa-9fb1-15d8b2af1599,654,65.03976447185134,23.796464110649683
ab4cab28-91af-4cd4-bd17-95f0aeb890c0,139,84.1844711084983,81.08748649521097
89a6b882-e7b5-4e76-80ed-e0e994797ba6,208,77.28476974560917,99.99419797038956
b452890d-b194-41df-94e6-8159824ce2ab,150,61.49801650538143,95.57181012120988
12551eb3-d5df-4d83-afab-1a24016bbd95,55,88.98049385218633,77.38418928612305
