id,size,coRE,suspension,thrust,weight,crew
410d2213-25ef-4a1c-ad2b-246715ea1722,845,40.07903599182381,76.80336221184079,27.76739127640761,31.173925456597352,5
4e792d53-367d-4df0-8404-f2f766a3e3b1,169,76.90553620482925,4.263468844730934,24.508895097694072,77.85224747292484,0
05ce8591-373a-4f66-a1b2-c5f5ea7d47e5,895,26.097217368824456,51.42807504946498,54.60241975011401,28.422627720953464,1
a3801c0f-5111-44e3-a13d-9d44bc11db3a,665,74.08270962026428,74.58592802901245,55.43993028071241,35.2585041606605,8
bee28191-4a8d-49eb-a0ac-b1c2c9982ffd,984,53.67615942906918,28.576000167389747,9.930649777743028,16.792574968356654,9
219e6510-fb2c-41a1-8542-3a8dd7448a50,669,7.3226481825436895,32.132409224019334,19.66317131927069,66.4313735214171,4
0c6789fb-2ed2-4a4e-b315-966582241372,664,37.93300619430209,80.33430340593715,74.34286820276647,95.97297521217956,3
78bc38b1-c8ca-48d0-ad29-dda7bcf21846,295,97.05419617205813,80.24892675720999,57.59657932282774,31.847306108481632,7
84343f3f-708c-4fa8-8779-9aa725197bf5,940,0.8601500447439459,89.28599084940062,9.524517143870392,63.84382478407152,5
b71205f6-003b-49f8-95b8-9baa0c3e7225,976,39.01579336161909,0.7129414171181847,90.81984313413128,18.638054895620005,10
cde5634c-eba8-43af-9a04-4c5807188f3d,404,9.968359950891005,61.699716744461576,9.918028355320384,91.55334122687208,8
a5c844a8-0558-46f5-9c90-782e267499d1,379,48.925827508752526,81.87802276330525,88.21555736762313,51.99977244377409,1
f129a594-d1d5-46d2-86d1-719ac92a5ae2,100,37.09952049652168,19.32261891133201,68.57947797003739,41.69629360502212,7
f7f15ce4-ee96-4683-b6c3-93cc0ef85cd9,221,22.61783778243489,24.808062941641,98.82359385787235,57.51345778396429,7
042322a0-cf29-4683-89ae-e40e4fa53aa5,510,88.20762251920605,51.92499690003758,56.98957695569183,93.08760659966138,6
c1b65b6d-ec47-4986-953c-677b48c3ab26,926,81.31963051623889,12.101292949992438,87.14225200982675,83.40710869037842,10
