id,size,speed,axis_ANGLE
87264dfe-26fb-48e0-a425-72ad86cc5746,493,32.11381488063686,45.138640973287245
27239368-abdc-448a-842b-17e574384176,585,85.37017610749986,43.44887751783569
6f6b168c-b16a-498e-a3ed-ad34a7dab4da,676,19.83106131234735,32.74607849639048
d6abf159-06e9-47b5-ab81-cc22cc7c9151,988,21.347520961610023,17.90201915791272
221ebe58-a626-4c8f-805c-e4c583122080,511,18.11494111151432,91.9551775121812
f69ff426-a024-42c9-a8b0-ac43f3e3a2af,nabw,5.349450107102827,52.31708576865133
f2036bfc-92be-478e-83a5-6a513990f8bb,989,42.82532861579875,31.666056878630144
2dfbd402-024f-4ab3-b982-5a91e9e3571b,904,54.02217340168684,69.93793404869373
3f490746-464f-4952-b568-d92f14f7a530,109,28.427650931835316,25.408902970031065
06d2b6e9-011a-4a01-8c0e-3c5965ebdd56,pmxx,38.84895038242189,37.851067366652345
9e78c6b2-db16-4d03-9949-ccbd293d867f,220,9.742760598917387,77.81526569302534
0b5e039e-76f9-4212-8df0-2bb08c928cc8,312,87.73655065115224,72.7185534326012
8cea72cc-fdf2-49c0-9495-b5410670b268,426,94.31969404917304,93.8560724175706
75a46e2d-64ef-43c3-ac90-d68c4b28764b,734,42.81458698664788,11.993930719281886
45ff789b-e8bb-4155-bbc1-88bb25d94ee7,951,44.33527813893197,27.69358724908613
1893c368-8bcf-4e9a-b8b4-a32e05739842,134,72.5597831038926,71.45802375634412
4a2142af-13fd-47e5-a684-3e67f5c37926,812,84.89296056157858,80.90905131616417
a5931a36-ebe9-4122-9c13-d5dd9bcaf104,445,0.1350526515773942,70.06417251177774
aa5d5aef-a91d-45cf-abb8-adfe234bcd68,bpnp,57.373492908533606,95.94123212539228
171a55f0-be75-4d55-a4f7-2704ce055200,976,50.432601333003255,11.54406424292399
70615b41-b71a-4902-9325-347eb610ab55,851,13.269513505473116,81.02817714808798
789cd97e-3150-46a2-84e5-1132981894f8,iszs,24.702602026261644,99.11927363775229
efdb75a1-4c1d-4f80-95c6-8120758accac,87,21.00737465240895,10.644655570346815
84e77882-7113-4c8c-8971-a7698ffc2a37,102,17.742752211722678,96.59197955113264
96c914e0-dbdd-45b7-8bb0-b1f8210a5a8f,428,10.22198390925505,0.566867460771614
ac618c91-77e1-4389-bb53-200be4e802d3,341,73.94274406005074,46.76665352599216
fc783537-e479-4b8d-a751-a35162e494b4,tnrd,98.74308950814138,69.32389594114231
358f8617-ef4d-444d-9e62-d1fd54976592,gaen,14.40317936666372,34.78372586515578
8cfbd3c6-8e8f-46a4-bfc4-e33207ea8fab,836,68.75609034019588,58.3162594543802
ff65efb8-4bac-46f5-9e74-503c5be5dc76,473,23.6974465002632,44.6966636379378
a522bb74-df5a-4eca-8295-1054e2ac4c9e,25,73.28763311909557,53.03674909247288
2e3708cf-8a03-48f1-823f-bf3c2308f467,246,94.72929082224933,85.47082552423801
5546858b-e48a-4971-8be2-e26921bf6232,6,23.17688054143656,54.73448442462333
c224238e-b779-49d4-a410-e4daeac05249,836,1.0160753475781936,49.29340912415413
b9845e6b-9d67-482e-9b7f-acdd3b9f74a3,217,29.039762890812128,93.27444544334696
0e67cd78-f61c-4427-b448-babf4477a2e0,579,84.65428205269843,16.110094067354563
5bf9dd4c-3629-4b4c-9f16-0ad3e8ead2d6,oifc,76.9881184500619,24.39449661596685
b5c9f96b-cae1-41e6-8a77-e3a69ae2f860,649,18.970833860669288,52.726457473767866
f987a100-15b4-4e49-bdfc-e23856b7f769,868,63.23319687027682,1.4652626378333644
2c0177aa-9193-44d4-b836-551bcaefa1fc,87,90.98436936047749,89.17555270361844
1dcf58f3-a6fc-4bca-b98c-2a3bcd636be6,69,63.8391751718618,65.11337327357539
4b6183bf-1254-463b-8a1e-84e5df4a52a7,115,30.09841501953981,10.883138110070146
9b2a3f26-58e3-4ebd-adc3-9d14ea5ae485,716,92.2229227671145,32.321927374100945
efe30707-9871-4686-9265-943baa629be2,278,5.6272225211578375,86.53745855405187
26bf227d-08d2-42a1-b9ed-42b0141b919c,479,9.403369700630348,66.73632577386658
52fe7caa-9ce2-4343-bb0c-e9553f741859,ud,14.810688146673812,35.5528856165516
01ec22ab-a25c-4f7d-8f9c-49e581ad057a,yfcd,63.31193165434923,63.82863625698992
9a8c8350-11d0-4668-9f8f-753a5e9b3205,911,31.836794007486937,44.51479315862522
