id,size,core,SPEED,force,clones
0dc0fdcf-1648-4347-aac0-2247e63495a2,365,59.357743254881214,58.6554108400945,76.12108997169206,1
6df68988-0927-4d59-b1d8-53e5acad6143,cdPi,37.49545467803633,55.887801169663085,26.29085897224616,4
157d6993-ce2c-40ac-8279-c63b30bddc5f,978,31.88323139036657,8.163400434976808,90.54206387023662,6
e2aa5ead-0cc6-41ef-87d8-88fcc099f6df,949,32.79757930817967,22.22260912751624,90.21308894421227,7
29493a95-a202-44a0-a556-d317f3d8da4d,Omim,26.86825146856602,27.742774279497485,53.55132707822808,4
2bddffdb-ca10-48ba-a108-76528b310c80,617,97.2257091531716,70.48394957045309,89.19382217418335,6
dd80a5f0-78b5-4c9a-bf2a-1d52bd618084,909,6.871286655346431,94.83397152618691,95.22779038351204,0
4a96675d-9b3a-4cf5-aac0-105efeb1903b,210,41.49208220497683,84.75816977945013,63.86685817280283,10
a6cb54b1-b92e-4af3-8238-f5ca5abee607,796,42.78872541486888,88.12407538890939,7.016064242325804,8
c334090e-d1af-4a08-a80d-d4196ba20e39,367,84.92482958719691,59.86509265645599,5.531666319673711,10
e5cc0bfb-8a4f-4eb4-8ec9-5fa95b6ab86b,vgfd,4.533062925053699,81.78042496018207,19.501056564490383,0
09367f53-65ff-4d61-8632-5b8ea2b3a009,Uerr,52.26931506083521,86.5655315362605,94.21749556911269,0
696663eb-2473-42a4-91e4-146dcb84d0d0,621,26.11297862996338,7.591162667689188,97.05143556990922,6
5775e4fd-a8d3-4c4a-9b28-20072e6ef067,863,39.34709856823662,74.36229415852793,56.2812769998357,5
64f8ad8a-7cc7-4048-8cbb-637b8890c2ef,337,56.155158512498346,27.660160160567383,17.447462135002322,0
a9721984-9f4b-4c0e-92a0-2d20270b398d,221,12.18387424822015,1.5067329645904293,48.23034318481019,2
6a5d2835-6151-4f67-af27-8ea1229d5d79,322,45.62477770855294,80.41679342638484,42.52391611571043,10
